Well_ID,UWI,Area,Surf_Latitude,Surf_Longitude,Well_Status_Text,Well_Status_Group,Available_Volume_m3,Legal Subdivisions,Section,Township,Range,Meridian,Crooked_Hole_TF,Deviated_Hole_TF,Horizontal_Hole_TF,Burst_Pressure_psi,Format,STRM,orphan
100/01-01-012-10W4/00,100/01-01-012-10W4,AB,49.96358,-111.2385,Flow GAS,IDLE,6.146235045,1,1,12,10,4,F,F,F,3496.647144,ATS,1-12-10-4,0
100/01-01-013-16W4/00,100/01-01-013-16W4,AB,50.04977,-112.05321,Susp WTR Inj,SUSP,20.64668297,1,1,13,16,4,F,F,F,3853.523985,ATS,1-13-16-4,0
100/01-01-015-08W4/00,100/01-01-015-08W4,AB,50.22382,-110.96908,Susp OIL,SUSP,13.73379951,1,1,15,8,4,F,F,F,3450.842409,ATS,1-15-8-4,0
100/01-01-015-17W4/00,100/01-01-015-17W4,AB,50.22528,-112.2094,Susp OIL,SUSP,21.19848742,1,1,15,17,4,F,F,F,3450.842409,ATS,1-15-17-4,0
100/01-01-016-15W4/00,100/01-01-016-15W4,AB,50.3255,-111.91687,Susp OIL,SUSP,25.30041114,1,1,16,15,4,F,F,T,3505.415991,ATS,1-16-15-4,0
100/01-01-020-20W4/02,100/01-01-020-20W4,AB,50.66148,-112.64026,ABD Zn OIL,ABD,21.32111063,1,1,20,20,4,F,F,F,3450.842409,ATS,1-20-20-4,1
100/01-01-022-05W4/00,100/01-01-022-05W4,AB,50.83358,-110.56301,Susp GAS,SUSP,17.7028392,1,1,22,5,4,F,T,F,3035.000733,ATS,1-22-5-4,0
100/01-01-022-17W4/00,100/01-01-022-17W4,AB,50.83507,-112.22164,Susp OIL,SUSP,17.71138989,1,1,22,17,4,F,T,F,3450.842409,ATS,1-22-17-4,0
100/01-01-025-16W4/04,100/01-01-025-16W4,AB,51.1002,-112.09883,Act Cmgl,IDLE,10.2403048,1,1,25,16,4,F,T,F,3496.647144,ATS,1-25-16-4,0
100/01-01-025-18W4/03,100/01-01-025-18W4,AB,51.10135,-112.38622,Susp OIL,SUSP,11.96412364,1,1,25,18,4,F,T,F,3496.647144,ATS,1-25-18-4,0
100/01-01-029-17W4/02,100/01-01-029-17W4,AB,51.44938,-112.26034,Flow GAS,IDLE,14.60115604,1,1,29,17,4,F,T,F,3496.647144,ATS,1-29-17-4,0
100/01-01-029-28W4/00,100/01-01-029-28W4,AB,51.45784,-113.80692,Susp GAS,SUSP,52.4977324,1,1,29,28,4,F,F,T,5808.225589,ATS,1-29-28-4,0
100/01-01-032-04W5/02,100/01-01-032-04W5,AB,51.70879,-114.42867,Susp GAS,SUSP,26.31286335,1,1,32,4,5,F,T,F,,ATS,1-32-4-5,0
100/01-01-035-06W4/00,100/01-01-035-06W4,AB,51.97118,-110.72395,Susp GAS,SUSP,8.218921988,1,1,35,6,4,F,F,F,3496.647144,ATS,1-35-6-4,0
100/01-01-037-25W4/02,100/01-01-037-25W4,AB,52.14625,-113.43834,Pump GAS,IDLE,26.01144841,1,1,37,25,4,F,F,F,3450.842409,ATS,1-37-25-4,0
100/01-01-038-25W4/02,100/01-01-038-25W4,AB,52.23477,-113.43239,Susp GAS,SUSP,24.677921,1,1,38,25,4,F,T,F,3853.523985,ATS,1-38-25-4,0
100/01-01-039-03W4/02,100/01-01-039-03W4,AB,52.32047,-110.29712,Act Cmgl,IDLE,19.35394552,1,1,39,3,4,F,F,F,3035.000733,ATS,1-39-3-4,0
100/01-01-039-12W5/00,100/01-01-039-12W5,AB,52.3227,-115.59062,Susp GAS,SUSP,27.23704712,1,1,39,12,5,F,T,F,6527.836699,ATS,1-39-12-5,0
100/01-01-040-08W5/00,100/01-01-040-08W5,AB,52.40997,-115.0128,ABD Whip,ABD,37.34529154,1,1,40,8,5,F,F,F,2589.340543,ATS,1-40-8-5,0
100/01-01-044-05W5/00,100/01-01-044-05W5,AB,52.77659,-114.5824,Pump OIL,IDLE,16.88316384,1,1,44,5,5,F,F,T,10190.82389,ATS,1-44-5-5,0
100/01-01-046-13W5/00,100/01-01-046-13W5,AB,52.93404,-115.74755,Susp OIL,SUSP,39.11680397,1,1,46,13,5,F,F,F,,ATS,1-46-13-5,1
100/01-01-046-15W5/00,100/01-01-046-15W5,AB,52.93091,-116.03543,ABD Whip,ABD,58.46157808,1,1,46,15,5,F,T,F,5098.786896,ATS,1-46-15-5,0
100/01-01-047-12W4/00,100/01-01-047-12W4,AB,53.01963,-111.61887,Susp GAS,SUSP,6.956840334,1,1,47,12,4,F,F,F,3237.232868,ATS,1-47-12-4,0
100/01-01-048-04W5/00,100/01-01-048-04W5,AB,53.10694,-114.44365,Pump OIL,IDLE,15.25892569,1,1,48,4,5,F,F,F,3450.842409,ATS,1-48-4-5,0
100/01-01-053-06W4/00,100/01-01-053-06W4,AB,53.5443,-110.74466,Susp BIT OIL,SUSP,13.46955156,1,1,53,6,4,F,F,F,3035.000733,ATS,1-53-6-4,0
100/01-01-054-06W4/02,100/01-01-054-06W4,AB,53.63055,-110.74594,ABD Zn BIT OIL,ABD,13.4074799,1,1,54,6,4,F,F,F,3505.415991,ATS,1-54-6-4,0
100/01-01-056-27W4/02,100/01-01-056-27W4,AB,53.80552,-113.87377,Susp OIL,SUSP,17.75430801,1,1,56,27,4,F,F,F,3450.842409,ATS,1-56-27-4,0
100/01-01-057-20W5/02,100/01-01-057-20W5,AB,53.89229,-116.82812,Act Cmgl,IDLE,53.45611892,1,1,57,20,5,F,F,F,,ATS,1-57-20-5,0
100/01-01-057-25W4/00,100/01-01-057-25W4,AB,53.89276,-113.5738,ABD Zn OIL,ABD,16.0483126,1,1,57,25,4,F,F,F,,ATS,1-57-25-4,0
100/01-01-058-23W4/00,100/01-01-058-23W4,AB,53.98213,-113.28815,Susp OIL,SUSP,7.35085607,1,1,58,23,4,F,F,T,6312.740043,ATS,1-58-23-4,0
100/01-01-059-02W6/00,100/01-01-059-02W6,AB,54.06569,-118.15247,ABD Whip,ABD,49.16075962,1,1,59,2,6,F,F,F,5098.786896,ATS,1-59-2-6,0
100/01-01-059-17W4/00,100/01-01-059-17W4,AB,54.06541,-112.41346,Susp OIL,SUSP,14.62656742,1,1,59,17,4,F,F,T,3505.415991,ATS,1-59-17-4,0
100/01-01-060-18W5/00,100/01-01-060-18W5,AB,54.1692,-116.57769,Susp Shale GAS,SUSP,69.3663284,1,1,60,18,5,F,F,T,6527.836699,ATS,1-60-18-5,0
100/01-01-060-22W5/02,100/01-01-060-22W5,AB,54.15512,-117.15697,Susp GAS,SUSP,38.70601622,1,1,60,22,5,F,F,F,3853.523985,ATS,1-60-22-5,0
100/01-01-062-14W5/00,100/01-01-062-14W5,AB,54.33006,-115.95742,Susp GAS,SUSP,9.112120597,1,1,62,14,5,F,F,F,8500.068036,ATS,1-62-14-5,0
100/01-01-062-18W5/00,100/01-01-062-18W5,AB,54.33027,-116.55745,ABD Zn,ABD,29.12301236,1,1,62,18,5,F,F,F,5605.125797,ATS,1-62-18-5,0
100/01-01-063-04W6/00,100/01-01-063-04W6,AB,54.41505,-118.46108,ABD Whip,ABD,74.48599943,1,1,63,4,6,F,T,F,7986.310184,ATS,1-63-4-6,0
100/01-01-063-08W4/00,100/01-01-063-08W4,AB,54.4157,-111.07187,Susp BIT OIL,SUSP,11.54284704,1,1,63,8,4,F,T,F,3505.415991,ATS,1-63-8-4,0
100/01-01-064-08W4/00,100/01-01-064-08W4,AB,54.50147,-111.07054,Susp BIT OIL,SUSP,8.690033267,1,1,64,8,4,F,F,F,1862.009031,ATS,1-64-8-4,0
100/01-01-064-11W5/00,100/01-01-064-11W5,AB,54.50721,-115.52228,Susp OIL,SUSP,65.12062643,1,1,64,11,5,F,T,F,,ATS,1-64-11-5,0
100/01-01-064-18W5/00,100/01-01-064-18W5,AB,54.50619,-116.59776,Susp OIL,SUSP,45.33217925,1,1,64,18,5,F,F,T,5098.786896,ATS,1-64-18-5,0
100/01-01-064-19W5/00,100/01-01-064-19W5,AB,54.51703,-116.73147,Susp OIL,SUSP,45.47866838,1,1,64,19,5,F,F,T,5098.786896,ATS,1-64-19-5,0
100/01-01-064-25W4/00,100/01-01-064-25W4,AB,54.50179,-113.63833,Susp GAS,SUSP,8.415929856,1,1,64,25,4,F,F,F,,ATS,1-64-25-4,1
100/01-01-064-26W5/00,100/01-01-064-26W5,AB,54.50188,-117.78516,ABD Whip,ABD,95.18130284,1,1,64,26,5,F,F,F,6622.909388,ATS,1-64-26-5,0
100/01-01-065-18W5/02,100/01-01-065-18W5,AB,54.60206,-116.57537,Susp OIL,SUSP,26.9602455,1,1,65,18,5,F,F,T,6171.820482,ATS,1-65-18-5,0
100/01-01-066-07W6/00,100/01-01-066-07W6,AB,54.67897,-118.91279,Susp OIL,SUSP,21.06053631,1,1,66,7,6,F,F,F,3450.842409,ATS,1-66-7-6,0
100/01-01-066-24W5/00,100/01-01-066-24W5,AB,54.679,-117.4824,ABD Whip,ABD,28.49943822,1,1,66,24,5,F,T,F,2880.769206,ATS,1-66-24-5,0
100/01-01-069-22W5/00,100/01-01-069-22W5,AB,54.94104,-117.20889,Susp OIL,SUSP,63.26344218,1,1,69,22,5,F,T,F,,ATS,1-69-22-5,0
100/01-01-070-12W6/02,100/01-01-070-12W6,AB,55.02576,-119.68354,Susp GAS,SUSP,13.02105211,1,1,70,12,6,F,F,F,6171.820482,ATS,1-70-12-6,0
100/01-01-071-09W6/02,100/01-01-071-09W6,AB,55.11575,-119.24263,Susp GAS,SUSP,20.51139208,1,1,71,9,6,F,T,F,6273.947353,ATS,1-71-9-6,0
100/01-01-076-06W6/00,100/01-01-076-06W6,AB,55.55151,-118.78134,Susp GAS,SUSP,26.05743211,1,1,76,6,6,F,F,F,4904.485072,ATS,1-76-6-6,0
100/01-01-076-21W5/00,100/01-01-076-21W5,AB,55.54968,-117.10674,ABD Whip,ABD,9.7658701,1,1,76,21,5,F,F,F,1872.385961,ATS,1-76-21-5,0
100/01-01-077-21W5/00,100/01-01-077-21W5,AB,55.64065,-117.11721,Susp GAS,SUSP,22.58912076,1,1,77,21,5,F,F,T,3505.415991,ATS,1-77-21-5,0
100/01-01-078-11W6/05,100/01-01-078-11W6,AB,55.72584,-119.55643,Susp GAS,SUSP,24.6625931,1,1,78,11,6,F,F,F,6171.820482,ATS,1-78-11-6,0
100/01-01-080-12W6/00,100/01-01-080-12W6,AB,55.90105,-119.72838,Susp GAS,IDLE,22.79258915,1,1,80,12,6,F,F,F,3853.523985,ATS,1-80-12-6,0
100/01-01-081-15W6/02,100/01-01-081-15W6,BC,55.99021,-120.21736,Susp GAS Prod,SUSP,18.59672186,1,1,81,15,6,F,F,T,10190.82389,ATS,1-81-15-6,0
100/01-01-084-14W5/00,100/01-01-084-14W5,AB,56.24701,-116.05787,ABD Zn OIL,ABD,26.31800643,1,1,84,14,5,F,T,F,3853.523985,ATS,1-84-14-5,0
100/01-01-091-05W5/00,100/01-01-091-05W5,AB,56.85994,-114.6505,ABD Zn OIL,ABD,26.2190718,1,1,91,5,5,F,F,F,3035.000733,ATS,1-91-5-5,0
100/01-01-097-11W6/00,100/01-01-097-11W6,AB,57.38404,-119.63202,Susp GAS,SUSP,9.532307774,1,1,97,11,6,F,F,F,3496.647144,ATS,1-97-11-6,0
100/01-01-111-06W6/02,100/01-01-111-06W6,AB,58.60626,-118.84538,Susp OIL,SUSP,69.31420206,1,1,111,6,6,F,F,T,,ATS,1-111-6-6,0
100/01-01-118-02W6/00,100/01-01-118-02W6,AB,59.21551,-118.17764,Susp GAS,SUSP,17.87233285,1,1,118,2,6,F,F,F,3853.523985,ATS,1-118-2-6,1
100/01-02-012-13W4/00,100/01-02-012-13W4,AB,49.96305,-111.6643,ABD Zn OIL,ABD,9.104773338,1,2,12,13,4,F,T,F,3450.842409,ATS,2-12-13-4,0
100/01-02-020-21W4/00,100/01-02-020-21W4,AB,50.66019,-112.80058,Susp GAS,SUSP,14.44724364,1,2,20,21,4,F,F,F,6273.947353,ATS,2-20-21-4,0
100/01-02-021-23W4/03,100/01-02-021-23W4,AB,50.74831,-113.07694,ABD Zn GAS,ABD,6.069848892,1,2,21,23,4,F,F,F,3450.842409,ATS,2-21-23-4,1
100/01-02-033-19W4/00,100/01-02-033-19W4,AB,51.79782,-112.58493,Flow GAS,IDLE,6.638754714,1,2,33,19,4,F,F,F,3496.647144,ATS,2-33-19-4,0
100/01-02-033-22W4/00,100/01-02-033-22W4,AB,51.79543,-113.00594,Susp OIL,SUSP,14.79611174,1,2,33,22,4,F,F,F,6312.740043,ATS,2-33-22-4,1
100/01-02-035-05W4/00,100/01-02-035-05W4,AB,51.97197,-110.60506,Susp GAS,SUSP,7.197969756,1,2,35,5,4,F,F,F,3496.647144,ATS,2-35-5-4,0
100/01-02-035-08W4/00,100/01-02-035-08W4,AB,51.97127,-111.04294,Susp OIL,SUSP,8.839701988,1,2,35,8,4,F,F,T,6312.740043,ATS,2-35-8-4,0
100/01-02-036-22W4/02,100/01-02-036-22W4,AB,52.06831,-113.04874,Susp CBM GAS,SUSP,35.77562552,1,2,36,22,4,F,F,T,3505.415991,ATS,2-36-22-4,0
100/01-02-037-20W4/02,100/01-02-037-20W4,AB,52.1462,-112.74866,Susp GAS,SUSP,6.341190747,1,2,37,20,4,F,F,F,3496.647144,ATS,2-37-20-4,0
100/01-02-038-03W4/00,100/01-02-038-03W4,AB,52.24031,-110.31996,Susp OIL,SUSP,12.02627132,1,2,38,3,4,F,F,T,,ATS,2-38-3-4,0
100/01-02-039-07W5/00,100/01-02-039-07W5,AB,52.32159,-114.9004,ABD Zn OIL,ABD,21.5272139,1,2,39,7,5,F,T,F,8680.017559,ATS,2-39-7-5,0
100/01-02-040-08W5/00,100/01-02-040-08W5,AB,52.41112,-115.03083,Susp OIL,SUSP,33.06228298,1,2,40,8,5,F,T,F,6171.820482,ATS,2-40-8-5,0
100/01-02-040-24W4/02,100/01-02-040-24W4,AB,52.40698,-113.34301,Act Obsrv,IDLE,45.91068718,1,2,40,24,4,F,F,F,3993.155092,ATS,2-40-24-4,0
100/01-02-041-06W5/00,100/01-02-041-06W5,AB,52.49951,-114.77372,Susp OIL,SUSP,46.69527304,1,2,41,6,5,F,F,T,3505.415991,ATS,2-41-6-5,0
100/01-02-044-05W5/00,100/01-02-044-05W5,AB,52.75826,-114.63174,Susp OIL,SUSP,17.02989366,1,2,44,5,5,F,F,T,8680.017559,ATS,2-44-5-5,0
100/01-02-046-06W4/00,100/01-02-046-06W4,AB,52.93153,-110.7584,Susp OIL,SUSP,9.641249882,1,2,46,6,4,F,F,F,3450.842409,ATS,2-46-6-4,0
100/01-02-046-09W4/00,100/01-02-046-09W4,AB,52.93433,-111.19435,Susp GAS,SUSP,6.402755706,1,2,46,9,4,F,F,F,3237.232868,ATS,2-46-9-4,0
100/01-02-047-04W5/02,100/01-02-047-04W5,AB,53.02133,-114.4705,Susp GAS,SUSP,17.22792761,1,2,47,4,5,F,T,F,6273.947353,ATS,2-47-4-5,0
100/01-02-048-04W4/00,100/01-02-048-04W4,AB,53.11675,-110.47009,Susp OIL,SUSP,25.98106123,1,2,48,4,4,F,F,T,,ATS,2-48-4-4,0
100/01-02-048-08W5/00,100/01-02-048-08W5,AB,53.10701,-115.05315,Susp OIL,SUSP,24.14910841,1,2,48,8,5,F,F,F,3853.523985,ATS,2-48-8-5,0
100/01-02-048-09W5/00,100/01-02-048-09W5,AB,53.10834,-115.20157,Susp OIL,SUSP,22.18390679,1,2,48,9,5,F,F,F,8680.017559,ATS,2-48-9-5,0
100/01-02-052-04W5/02,100/01-02-052-04W5,AB,53.4573,-114.47246,ABD Zn,ABD,22.71594964,1,2,52,4,5,F,F,F,,ATS,2-52-4-5,0
100/01-02-053-06W4/00,100/01-02-053-06W4,AB,53.54412,-110.76989,Susp BIT OIL,SUSP,15.09582922,1,2,53,6,4,F,F,F,1862.009031,ATS,2-53-6-4,0
100/01-02-054-20W5/00,100/01-02-054-20W5,AB,53.62918,-116.82504,ABD Whip,ABD,65.67182283,1,2,54,20,5,F,F,T,5098.786896,ATS,2-54-20-5,0
100/01-02-054-23W5/00,100/01-02-054-23W5,AB,53.62455,-117.27034,Susp GAS,SUSP,71.63815138,1,2,54,23,5,F,T,F,,ATS,2-54-23-5,0
100/01-02-055-13W5/00,100/01-02-055-13W5,AB,53.71796,-115.81355,Susp OIL,SUSP,30.36457236,1,2,55,13,5,F,F,F,3853.523985,ATS,2-55-13-5,0
100/01-02-056-22W5/00,100/01-02-056-22W5,AB,53.80229,-117.1553,Pump GAS,IDLE,32.56719177,1,2,56,22,5,F,T,F,5605.125797,ATS,2-56-22-5,0
100/01-02-057-20W5/00,100/01-02-057-20W5,AB,53.89336,-116.85638,Pump OIL,IDLE,52.86519666,1,2,57,20,5,F,F,F,,ATS,2-57-20-5,0
100/01-02-057-22W4/00,100/01-02-057-22W4,AB,53.89377,-113.15407,Susp GAS,SUSP,7.911097194,1,2,57,22,4,F,F,F,3496.647144,ATS,2-57-22-4,0
100/01-02-059-18W5/00,100/01-02-059-18W5,AB,54.06696,-116.57873,ABD Whip GAS Stor,ABD,66.73448975,1,2,59,18,5,F,F,F,,ATS,2-59-18-5,0
100/01-02-059-22W5/00,100/01-02-059-22W5,AB,54.07165,-117.18961,Flow OIL,IDLE,46.25083991,1,2,59,22,5,F,F,T,3505.415991,ATS,2-59-22-5,0
100/01-02-061-20W5/00,100/01-02-061-20W5,AB,54.24467,-116.87385,ABD Whip,ABD,173.4450425,1,2,61,20,5,F,T,F,5185.930459,ATS,2-61-20-5,0
100/01-02-063-08W4/00,100/01-02-063-08W4,AB,54.41401,-111.09501,Susp BIT OIL,SUSP,8.541061268,1,2,63,8,4,F,F,F,3035.000733,ATS,2-63-8-4,0
100/01-02-064-08W4/02,100/01-02-064-08W4,AB,54.50487,-111.08789,Susp BIT OIL,SUSP,11.11082825,1,2,64,8,4,F,T,F,3505.415991,ATS,2-64-8-4,0
100/01-02-064-25W5/00,100/01-02-064-25W5,AB,54.51687,-117.65512,Susp OIL,SUSP,35.49941928,1,2,64,25,5,F,F,T,8450.642593,ATS,2-64-25-5,0
100/01-02-065-10W5/00,100/01-02-065-10W5,AB,54.58917,-115.3879,Test GAS,IDLE,19.12922075,1,2,65,10,5,F,F,F,3853.523985,ATS,2-65-10-5,0
100/01-02-066-24W5/00,100/01-02-066-24W5,AB,54.6795,-117.53362,Susp OIL,SUSP,53.10355186,1,2,66,24,5,F,F,T,5808.225589,ATS,2-66-24-5,0
100/01-02-067-11W6/00,100/01-02-067-11W6,AB,54.76826,-119.58319,Susp GAS,SUSP,22.99134516,1,2,67,11,6,F,F,T,3505.415991,ATS,2-67-11-6,0
100/01-02-068-06W6/06,100/01-02-068-06W6,AB,54.85392,-118.79249,ABD Zn,ABD,9.487970869,1,2,68,6,6,F,F,F,6171.820482,ATS,2-68-6-6,0
100/01-02-069-22W5/02,100/01-02-069-22W5,AB,54.94006,-117.23255,Susp WTR Disp,SUSP,62.80411185,1,2,69,22,5,F,F,F,,ATS,2-69-22-5,0
100/01-02-070-06W6/02,100/01-02-070-06W6,AB,55.02473,-118.80199,Susp WTR Src,SUSP,12.47691161,1,2,70,6,6,F,T,F,3853.523985,ATS,2-70-6-6,0
100/01-02-073-06W6/00,100/01-02-073-06W6,AB,55.28612,-118.80139,Susp OIL,SUSP,29.61657078,1,2,73,6,6,F,T,F,3853.523985,ATS,2-73-6-6,0
100/01-02-077-21W5/00,100/01-02-077-21W5,AB,55.63515,-117.13335,Susp GAS,SUSP,15.61146742,1,2,77,21,5,F,T,F,3450.842409,ATS,2-77-21-5,0
100/01-02-078-25W4/00,100/01-02-078-25W4,AB,55.72661,-113.75996,Susp BIT OIL,SUSP,12.21570391,1,2,78,25,4,F,T,F,3035.000733,ATS,2-78-25-4,0
100/01-02-080-16W6/00,100/01-02-080-16W6,BC,55.90593,-120.40259,Susp GAS Prod,IDLE,21.28095406,1,2,80,16,6,F,F,T,8373.481214,ATS,2-80-16-6,0
100/01-02-080-17W5/00,100/01-02-080-17W5,AB,55.89977,-116.53617,Susp OIL,SUSP,52.56228693,1,2,80,17,5,F,T,F,3993.155092,ATS,2-80-17-5,0
100/01-02-080-23W5/00,100/01-02-080-23W5,AB,55.89946,-117.47747,Susp OIL,SUSP,26.80083532,1,2,80,23,5,F,T,F,3853.523985,ATS,2-80-23-5,0
100/01-02-084-14W5/02,100/01-02-084-14W5,AB,56.2497,-116.09231,Susp OIL,SUSP,24.26100209,1,2,84,14,5,F,F,T,,ATS,2-84-14-5,0
100/01-02-084-15W5/00,100/01-02-084-15W5,AB,56.2506,-116.24103,ABD Whip,ABD,8.338132698,1,2,84,15,5,F,T,F,2238.643266,ATS,2-84-15-5,0
100/01-02-087-09W5/00,100/01-02-087-09W5,AB,56.51058,-115.3106,Susp OIL,SUSP,13.55762999,1,2,87,9,5,F,F,F,,ATS,2-87-9-5,0
100/01-02-093-20W4/00,100/01-02-093-20W4,AB,57.035,-113.08982,Susp GAS,SUSP,5.544241224,1,2,93,20,4,F,F,T,3505.415991,ATS,2-93-20-4,0
100/01-02-099-03W6/02,100/01-02-099-03W6,AB,57.56294,-118.37046,Susp OIL,SUSP,9.93146659,1,2,99,3,6,F,F,T,3505.415991,ATS,2-99-3-6,0
100/01-02-108-10W6/02,100/01-02-108-10W6,AB,58.34036,-119.53617,Susp OIL,SUSP,44.08329733,1,2,108,10,6,F,T,F,,ATS,2-108-10-6,0
100/01-02-122-23W5/00,100/01-02-122-23W5,AB,59.57762,-117.85349,Pump OIL,IDLE,21.36096317,1,2,122,23,5,F,F,T,6171.820482,ATS,2-122-23-5,0
100/01-03-014-17W4/04,100/01-03-014-17W4,AB,50.13782,-112.23666,ABD Zn GAS,ABD,11.52658173,1,3,14,17,4,F,F,F,3450.842409,ATS,3-14-17-4,0
100/01-03-019-14W4/00,100/01-03-019-14W4,AB,50.57749,-111.86333,Susp OIL,SUSP,25.43945167,1,3,19,14,4,F,F,T,3505.415991,ATS,3-19-14-4,0
100/01-03-020-16W4/00,100/01-03-020-16W4,AB,50.66143,-112.13264,Susp OIL,SUSP,11.16890959,1,3,20,16,4,F,F,F,3496.647144,ATS,3-20-16-4,0
100/01-03-030-11W4/00,100/01-03-030-11W4,AB,51.53373,-111.46404,Susp OIL,SUSP,15.63445927,1,3,30,11,4,F,F,F,3450.842409,ATS,3-30-11-4,0
100/01-03-030-26W4/02,100/01-03-030-26W4,AB,51.5355,-113.58646,Susp GAS,SUSP,46.97583697,1,3,30,26,4,F,F,T,3993.155092,ATS,3-30-26-4,0
100/01-03-030-27W4/03,100/01-03-030-27W4,AB,51.53913,-113.72189,ABD Zn GAS,ABD,7.138203609,1,3,30,27,4,F,F,T,4243.126581,ATS,3-30-27-4,0
100/01-03-031-27W4/00,100/01-03-031-27W4,AB,51.62316,-113.74078,Susp GAS,SUSP,56.17237503,1,3,31,27,4,F,F,F,5098.786896,ATS,3-31-27-4,0
100/01-03-037-20W4/00,100/01-03-037-20W4,AB,52.14489,-112.77001,ABD Zn OIL,ABD,39.1051497,1,3,37,20,4,F,F,F,,ATS,3-37-20-4,0
100/01-03-039-07W5/00,100/01-03-039-07W5,AB,52.32342,-114.9223,Susp OIL,SUSP,32.63463454,1,3,39,7,5,F,T,F,8486.253162,ATS,3-39-7-5,0
100/01-03-040-05W5/00,100/01-03-040-05W5,AB,52.41045,-114.63073,Susp GAS,SUSP,34.96294273,1,3,40,5,5,F,F,F,4243.126581,ATS,3-40-5-5,0
100/01-03-042-04W5/00,100/01-03-042-04W5,AB,52.58461,-114.4868,Susp GAS,SUSP,6.131160497,1,3,42,4,5,F,F,F,3853.523985,ATS,3-42-4-5,0
100/01-03-043-04W5/04,100/01-03-043-04W5,AB,52.67375,-114.49145,Act Cmgl,IDLE,32.17326471,1,3,43,4,5,F,T,F,4243.126581,ATS,3-43-4-5,0
100/01-03-046-10W5/00,100/01-03-046-10W5,AB,52.93407,-115.36101,Susp GAS,SUSP,35.93933004,1,3,46,10,5,F,F,F,4243.126581,ATS,3-46-10-5,0
100/01-03-047-15W5/00,100/01-03-047-15W5,AB,53.01985,-116.10085,ABD Whip,ABD,28.92199991,1,3,47,15,5,F,F,F,2880.769206,ATS,3-47-15-5,0
100/01-03-047-16W5/00,100/01-03-047-16W5,AB,53.02061,-116.25087,Junked & ABD,,17.79454215,1,3,47,16,5,F,F,T,2880.769206,ATS,3-47-16-5,0
100/01-03-049-12W4/00,100/01-03-049-12W4,AB,53.19203,-111.66862,ABD Zn,ABD,7.741793558,1,3,49,12,4,F,F,F,3496.647144,ATS,3-49-12-4,0
100/01-03-050-04W5/00,100/01-03-050-04W5,AB,53.2935,-114.48999,Susp OIL,SUSP,40.19264529,1,3,50,4,5,F,F,T,3505.415991,ATS,3-50-4-5,0
100/01-03-051-16W5/02,100/01-03-051-16W5,AB,53.37017,-116.26725,Susp GAS,SUSP,28.91500894,1,3,51,16,5,F,F,F,6312.740043,ATS,3-51-16-5,0
100/01-03-052-22W5/00,100/01-03-052-22W5,AB,53.45479,-117.15138,ABD Zn GAS,ABD,165.6582667,1,3,52,22,5,F,F,F,6349.984691,ATS,3-52-22-5,0
100/01-03-053-06W4/00,100/01-03-053-06W4,AB,53.54136,-110.79378,Susp BIT OIL,SUSP,15.52536515,1,3,53,6,4,F,T,F,1862.009031,ATS,3-53-6-4,0
100/01-03-053-14W4/02,100/01-03-053-14W4,AB,53.54514,-111.97297,Susp GAS,SUSP,6.607972235,1,3,53,14,4,F,T,F,3496.647144,ATS,3-53-14-4,0
100/01-03-054-25W5/02,100/01-03-054-25W5,AB,53.63157,-117.59122,ABD Whip,ABD,30.28358757,1,3,54,25,5,F,F,F,2880.769206,ATS,3-54-25-5,0
100/01-03-056-15W4/03,100/01-03-056-15W4,AB,53.80183,-112.13467,Susp GAS,SUSP,5.599332995,1,3,56,15,4,F,T,F,3496.647144,ATS,3-56-15-4,0
100/01-03-057-24W5/02,100/01-03-057-24W5,AB,53.89369,-117.4756,Act Cmgl,IDLE,45.43956323,1,3,57,24,5,F,F,F,6171.820482,ATS,3-57-24-5,0
100/01-03-058-22W5/02,100/01-03-058-22W5,AB,53.98036,-117.17816,Act Cmgl,IDLE,33.66007113,1,3,58,22,5,F,F,F,5866.681789,ATS,3-58-22-5,0
100/01-03-059-15W5/00,100/01-03-059-15W5,AB,54.08285,-116.16947,Susp OIL,SUSP,49.37180329,1,3,59,15,5,F,F,T,3993.155092,ATS,3-59-15-5,0
100/01-03-060-03W6/03,100/01-03-060-03W6,AB,54.15367,-118.3502,Act Cmgl,IDLE,24.46181026,1,3,60,3,6,F,T,F,8680.017559,ATS,3-60-3-6,0
100/01-03-061-11W5/00,100/01-03-061-11W5,AB,54.24262,-115.55677,Pump GAS,IDLE,23.50533656,1,3,61,11,5,F,F,F,3853.523985,ATS,3-61-11-5,1
100/01-03-061-20W5/00,100/01-03-061-20W5,AB,54.24265,-116.90649,Susp GAS,SUSP,19.48530943,1,3,61,20,5,F,F,F,6312.740043,ATS,3-61-20-5,0
100/01-03-061-26W4/02,100/01-03-061-26W4,AB,54.24023,-113.80657,Susp GAS,SUSP,10.92112964,1,3,61,26,4,F,F,F,3853.523985,ATS,3-61-26-4,0
100/01-03-063-07W4/00,100/01-03-063-07W4,AB,54.41814,-110.96496,Susp BIT OIL,SUSP,10.54970039,1,3,63,7,4,F,T,F,1862.009031,ATS,3-63-7-4,0
100/01-03-063-08W4/00,100/01-03-063-08W4,AB,54.41488,-111.11983,Susp BIT OIL,SUSP,10.59190912,1,3,63,8,4,F,T,F,3505.415991,ATS,3-63-8-4,0
